Author A,Author B,S(A and B),S(A),S(B),A => B confidence,B => A confidence,Jaccard,Cosine,Kulc,IR,years
Hao Chen,Qi Dou,20,29,29,0.6896551724137931,0.6896551724137931,0.5263157894736842,0.6896551724137931,0.6896551724137931,0.0,"{2015: 2, 2016: 4, 2017: 5, 2018: 5, 2019: 3, 2020: 1}"
Qi Dou,Hao Chen,20,29,29,0.6896551724137931,0.6896551724137931,0.5263157894736842,0.6896551724137931,0.6896551724137931,0.0,"{2015: 2, 2016: 4, 2017: 5, 2018: 5, 2019: 3, 2020: 1}"
Xu Jun,Jiafeng Guo,28,28,53,1.0,0.5283018867924528,0.5283018867924528,0.726843784311631,0.7641509433962264,0.4716981132075472,"{2015: 6, 2016: 9, 2017: 4, 2018: 7, 2019: 2}"
Xu Jun,Xueqi Cheng,28,28,104,1.0,0.2692307692307692,0.2692307692307692,0.5188745216627708,0.6346153846153846,0.7307692307692307,"{2015: 6, 2016: 9, 2017: 4, 2018: 7, 2019: 2}"
Xu Jun,Yanyan Lan,27,28,49,0.9642857142857143,0.5510204081632653,0.54,0.7289314836606524,0.7576530612244898,0.42,"{2015: 6, 2016: 8, 2017: 4, 2018: 7, 2019: 2}"
Eric Rice,Milind Tambe,20,20,77,1.0,0.2597402597402597,0.2597402597402597,0.5096471914376256,0.6298701298701299,0.7402597402597403,"{2015: 1, 2016: 3, 2017: 6, 2018: 7, 2019: 1, 2021: 2}"
Wei-Nan Zhang,Ting Liu,20,20,116,1.0,0.1724137931034483,0.1724137931034483,0.41522739926869984,0.5862068965517242,0.8275862068965517,"{2015: 1, 2016: 2, 2017: 4, 2018: 6, 2019: 3, 2020: 4}"
Philippe Fournier-Viger,Jerry Chun-Wei Lin,58,62,95,0.9354838709677419,0.6105263157894737,0.5858585858585859,0.7557364098827122,0.7730050933786078,0.3333333333333333,"{2015: 8, 2016: 27, 2017: 12, 2018: 3, 2019: 6, 2020: 2}"
Jerry Chun-Wei Lin,Philippe Fournier-Viger,58,95,62,0.6105263157894737,0.9354838709677419,0.5858585858585859,0.7557364098827122,0.7730050933786078,0.3333333333333333,"{2015: 8, 2016: 27, 2017: 12, 2018: 3, 2019: 6, 2020: 2}"
Mingxia Liu,Dinggang Shen,32,32,389,1.0,0.08226221079691516,0.08226221079691516,0.2868138957528299,0.5411311053984575,0.9177377892030848,"{2015: 1, 2016: 5, 2017: 8, 2018: 12, 2019: 3, 2020: 3}"
Nikolaos Passalis,Anastasios Tefas,24,24,117,1.0,0.20512820512820512,0.20512820512820512,0.4529108136578383,0.6025641025641025,0.7948717948717948,"{2016: 2, 2017: 6, 2018: 6, 2019: 10}"
Yu-Ping Wang,Vince D. Calhoun,24,24,67,1.0,0.3582089552238806,0.3582089552238806,0.5985056016645797,0.6791044776119403,0.6417910447761194,"{2014: 1, 2015: 1, 2016: 5, 2018: 9, 2019: 5, 2020: 3}"
Hang Su,Jun Zhu,24,29,77,0.8275862068965517,0.3116883116883117,0.2926829268292683,0.5078867468285818,0.5696372592924317,0.5853658536585366,"{2016: 3, 2017: 5, 2018: 5, 2019: 7, 2021: 1, 2022: 3}"
Zhou Zhao,Yueting Zhuang,23,32,94,0.71875,0.24468085106382978,0.22330097087378642,0.41936185055644687,0.4817154255319149,0.6019417475728155,"{2015: 1, 2016: 5, 2017: 6, 2018: 8, 2019: 3}"
Palaiahnakote Shivakumara,Tong Lu,21,28,22,0.75,0.9545454545454546,0.7241379310344828,0.8461141122266493,0.8522727272727273,0.20689655172413793,"{2015: 3, 2016: 4, 2017: 2, 2018: 9, 2019: 3}"
Tong Lu,Palaiahnakote Shivakumara,21,22,28,0.9545454545454546,0.75,0.7241379310344828,0.8461141122266493,0.8522727272727273,0.20689655172413793,"{2015: 3, 2016: 4, 2017: 2, 2018: 9, 2019: 3}"
Tong Lu,Pal Umapada,21,22,84,0.9545454545454546,0.25,0.24705882352941178,0.4885042104591972,0.6022727272727273,0.7294117647058823,"{2015: 3, 2016: 4, 2017: 2, 2018: 9, 2019: 3}"
Yuki Hagiwara,U Rajendra Acharya,28,28,110,1.0,0.2545454545454545,0.2545454545454545,0.504524979109513,0.6272727272727272,0.7454545454545455,"{2016: 4, 2017: 9, 2018: 12, 2019: 3}"
Jing Xiao,Ruimin Hu,20,20,115,1.0,0.17391304347826086,0.17391304347826086,0.41702882811414954,0.5869565217391304,0.8260869565217391,"{2015: 8, 2016: 5, 2017: 3, 2018: 1, 2019: 2, 2020: 1}"
Federico Tombari,Nassir Navab,24,26,116,0.9230769230769231,0.20689655172413793,0.2033898305084746,0.43701422443753785,0.5649867374005305,0.7627118644067796,"{2015: 5, 2016: 4, 2017: 5, 2018: 8, 2019: 2}"
Qi Dou,Pheng-Ann Heng,29,29,90,1.0,0.32222222222222224,0.32222222222222224,0.5676462121975467,0.6611111111111111,0.6777777777777778,"{2015: 3, 2016: 4, 2017: 7, 2018: 7, 2019: 5, 2020: 2, 2022: 1}"
Syed Saqib Bukhari,Andreas Dengel,27,27,89,1.0,0.30337078651685395,0.30337078651685395,0.5507910552258941,0.651685393258427,0.6966292134831461,"{2015: 3, 2016: 3, 2017: 6, 2018: 7, 2019: 8}"
Wen Lu,Xinbo Gao,22,22,179,1.0,0.12290502793296089,0.12290502793296089,0.35057813384887665,0.5614525139664804,0.8770949720670391,"{2015: 5, 2017: 2, 2018: 7, 2019: 8}"
Lianli Gao,Jingkuan Song,20,23,43,0.8695652173913043,0.46511627906976744,0.43478260869565216,0.6359630007488933,0.6673407482305359,0.43478260869565216,"{2015: 2, 2016: 3, 2017: 3, 2018: 9, 2019: 2, 2021: 1}"
Shanshe Wang,Siwei Ma,32,33,130,0.9696969696969697,0.24615384615384617,0.24427480916030533,0.4885638532419674,0.607925407925408,0.7404580152671756,"{2015: 3, 2016: 4, 2017: 3, 2018: 12, 2019: 10}"
Shanshe Wang,Shiqi Wang,21,33,121,0.6363636363636364,0.17355371900826447,0.15789473684210525,0.3323300704608777,0.4049586776859504,0.6616541353383458,"{2015: 1, 2016: 3, 2017: 2, 2018: 9, 2019: 6}"
Dong Liu,Feng Wu,26,33,99,0.7878787878787878,0.26262626262626265,0.24528301886792453,0.45488203027061425,0.5252525252525253,0.6226415094339622,"{2015: 1, 2017: 9, 2018: 10, 2019: 6}"
Jun Zhang,Dinggang Shen,23,25,389,0.92,0.05912596401028278,0.058823529411764705,0.23322925821916116,0.4895629820051414,0.9309462915601023,"{2015: 2, 2016: 7, 2017: 8, 2018: 4, 2019: 1, 2020: 1}"
E. Adeli,Dinggang Shen,29,30,389,0.9666666666666667,0.07455012853470437,0.07435897435897436,0.26844948174696526,0.5206083976006856,0.9205128205128205,"{2015: 4, 2016: 8, 2017: 3, 2018: 6, 2019: 5, 2020: 3}"
Fei Fang,Milind Tambe,23,23,77,1.0,0.2987012987012987,0.2987012987012987,0.5465357250000211,0.6493506493506493,0.7012987012987013,"{2015: 1, 2016: 5, 2017: 4, 2018: 6, 2019: 3, 2020: 1, 2021: 1, 2022: 2}"
Dong Nie,Dinggang Shen,24,24,389,1.0,0.061696658097686374,0.061696658097686374,0.24838811988033238,0.5308483290488432,0.9383033419023136,"{2016: 2, 2017: 5, 2018: 8, 2019: 7, 2020: 2}"
Weili Lin,Dinggang Shen,33,33,389,1.0,0.08483290488431877,0.08483290488431877,0.29126088800990557,0.5424164524421594,0.9151670951156813,"{2016: 2, 2017: 12, 2018: 9, 2019: 8, 2020: 2}"
Xiangnan He,Tat-Seng Chua,20,22,91,0.9090909090909091,0.21978021978021978,0.21505376344086022,0.4469901562676742,0.5644355644355644,0.7419354838709677,"{2016: 1, 2017: 3, 2018: 9, 2019: 6, 2020: 1}"
Fang Bin,Fuchun Sun,22,22,99,1.0,0.2222222222222222,0.2222222222222222,0.4714045207910317,0.6111111111111112,0.7777777777777778,"{2017: 7, 2018: 4, 2019: 10, 2020: 1}"
